NREL5MW-B1-10
TSR: 7.55
Pitch: 0.0
V_inf: 10.0
Radius	Axial Force	Tangential Force	Moment
2.174	63.491	-21.673	0.0
4.207	302.738	-160.254	0.0
6.918	336.824	-277.386	0.0
9.967	2126.915	571.413	-532.282
13.695	5607.836	2113.157	-2000.892
17.76	7200.582	2347.606	-3180.759
21.825	8502.801	2316.708	-4379.609
25.89	10328.446	2363.536	-6068.139
29.954	12292.4	2415.205	-7434.884
34.019	14421.602	2454.923	-8126.565
38.084	16798.575	2506.376	-8650.0
42.149	18196.605	2477.041	-8301.141
46.214	19302.966	2424.236	-7695.758
50.279	20834.458	2383.631	-7588.359
54.007	18397.747	1924.654	-6103.651
57.056	14951.803	1439.699	-4506.339
59.762	12891.357	1174.518	-3171.458
61.795	4186.319	375.369	-662.479
